isic_code,isic_name,section_code,section_name,division_code,group_code,tradable_atlas,confidence_atlas,mixed_atlas,tradable_regional,confidence_regional,mixed_regional,rationale,entry_regime,confidence_entry,mixed_entry,rationale_entry
3510,"Electric power generation, transmission and distribution",D,"Electricity, gas, steam and air conditioning supply",35,351,non-tradable,0.6,True,tradable,0.55,True,"Bundles bulk generation/transmission with local distribution. Power is overwhelmingly consumed domestically (non-tradable Atlas; only minor cross-border trade). Generation feeds a multi-province national grid, so generating provinces effectively export power (tradable regional/economic-base), though final distribution is a local utility. Divergence; mixed on both sides given the bundle.",state_allocated,0.55,True,"Electricity is an art. 313 strategic sector, and this class bundles two non-market halves: CELEC generation, whose plants are sited by the national Plan Maestro de Electricidad and built as public investment, and the CNEL and municipal distribution utilities, which are regulated local monopolies. Private generation exists only via state-awarded permits and PPAs with the single buyer. mixed_entry because the generation half is a state siting decision while the distribution half is a franchised network monopoly — neither is open entry, but they are different mechanisms."
3520,Manufacture of gas; distribution of gaseous fuels through mains,D,"Electricity, gas, steam and air conditioning supply",35,352,non-tradable,0.6,True,non-tradable,0.55,True,"Gas can be a tradable commodity, but this class centres on distribution through local mains -- a place-bound utility network; non-tradable Atlas and largely non-tradable regionally, with the production/bulk-supply component straddling. Mixed.",state_allocated,0.58,True,"Piped gas barely exists in Ecuador: LPG is imported and wholesaled by Petroecuador at a controlled price, and any mains network would be a state energy-sector project. mixed_entry because the class also covers gas manufacture, an ordinary industrial activity, alongside mains distribution, a monopoly network."
3530,Steam and air conditioning supply,D,"Electricity, gas, steam and air conditioning supply",35,353,non-tradable,0.85,False,non-tradable,0.8,False,District steam/heat/air-conditioning cannot be transported far and serves customers physically connected to the local network; non-tradable under both definitions.,open_market,0.80,False,"The Ecuadorian content of this class is ice manufacture for the fishing ports and the food trade, plus commercial chilled-water and air-conditioning plant — ordinary private businesses. District heating and cooling networks, the utility-shaped part of the class, effectively do not exist here."
3600,"Water collection, treatment and supply",E,"Water supply; sewerage, waste management and remediation activities",36,360,non-tradable,0.92,False,non-tradable,0.9,False,Piped water is a place-bound local utility serving connected resident customers; non-tradable under both definitions (anchor).,state_allocated,0.89,False,Potable water is an exclusive canton competence under COOTAD art. 55 and the Constitution forbids its privatisation (art. 318); provincial presence is a municipal water utility. A private entrant cannot cause a water utility to appear.
3700,Sewerage,E,"Water supply; sewerage, waste management and remediation activities",37,370,non-tradable,0.92,False,non-tradable,0.88,False,Sewerage networks serve the local connected population; non-tradable under both definitions.,state_allocated,0.87,False,"Sewerage is the same exclusive canton competence as potable water and is delivered by the municipal utility. The private fringe — septic-tank emptying — is a small local service, not the industry the class describes."
3811,Collection of non-hazardous waste,E,"Water supply; sewerage, waste management and remediation activities",38,381,non-tradable,0.85,False,non-tradable,0.7,True,Municipal waste collection is a local service for resident customers (non-tradable Atlas); slightly mixed regionally because some collectors operate across municipal/provincial boundaries.,state_allocated,0.60,True,"Solid-waste collection is an exclusive canton competence under COOTAD, executed by a municipal company or by a municipally awarded concession (Consorcio Puerto Limpio in Guayaquil). mixed_entry because the class also holds genuinely private recyclable and scrap collection, which any entrant may run."
3812,Collection of hazardous waste,E,"Water supply; sewerage, waste management and remediation activities",38,381,non-tradable,0.8,False,non-tradable,0.62,True,"Specialized hazardous-waste collection can serve a multi-province catchment of industrial clients, so it straddles the regional line, but it is not an internationally traded output (non-tradable Atlas); mixed.",open_market,0.76,False,"Hazardous-waste collection is a licensed private industry: MAATE-registered gestores ambientales (Incinerox, Gadere, Hazwat) compete for oilfield, hospital and industrial waste. The environmental licence is a competence requirement, not an allocation — new gestores are registered routinely."
3821,Treatment and disposal of non-hazardous waste,E,"Water supply; sewerage, waste management and remediation activities",38,382,non-tradable,0.78,False,non-tradable,0.85,False,"Manual Ecuador review override (2026-08-17): under COOTAD, solid-waste management is an exclusive canton-level municipal competence, and landfills such as El Inga (Quito) or Las Iguanas (Guayaquil) serve their own canton/metro — household waste does not cross province lines. Non-tradable under both definitions; the multi-province catchment assumed by the original call does not exist in Ecuador.",state_allocated,0.74,False,"Non-hazardous treatment and disposal means the municipal landfill (El Inga, Las Iguanas): sited, financed and operated on the canton's decision as part of its exclusive waste competence."
3822,Treatment and disposal of hazardous waste,E,"Water supply; sewerage, waste management and remediation activities",38,382,non-tradable,0.72,True,tradable,0.6,True,Specialized hazardous-waste treatment is concentrated in a few regional/national facilities serving clients across provinces (tradable regional) but is not internationally traded (non-tradable Atlas). Divergence; mixed.,open_market,0.80,False,"Hazardous-waste treatment is the licensed-gestor market again, on the treatment rather than the collection side: private incineration, encapsulation and co-processing plants entered by investment plus a MAATE licence."
3830,Materials recovery,E,"Water supply; sewerage, waste management and remediation activities",38,383,tradable,0.68,True,tradable,0.75,False,"Materials recovery produces scrap/recyclate sold as a commodity into national and international markets -- the output is genuinely traded, so tradable under both. Mixed under Atlas because the activity is part sorting/processing service, part commodity.",open_market,0.88,False,"Materials recovery is one of Ecuador's most atomised private industries — scrap yards, recyclers, plastic and metal reprocessors — entered with a yard and a truck."
3900,Remediation activities and other waste management services,E,"Water supply; sewerage, waste management and remediation activities",39,390,non-tradable,0.62,True,tradable,0.6,True,Project-based environmental remediation delivered at the client site; specialized firms serve clients across a region (tradable regional) but the output is not an export (non-tradable Atlas). Divergence; mixed.,open_market,0.76,False,"Remediation is a private contractor market. Demand is dominated by state oil-sector contracts (Sucumbios, Orellana, the Esmeraldas refinery), but the firms are private and bidding is open, so a province gains this industry by firms forming, not by a siting decision."
4100,Construction of buildings,F,Construction,41,410,non-tradable,0.9,False,non-tradable,0.88,False,Buildings are fixed in place and serve the locality where built; construction output is non-tradable under both definitions (anchor).,open_market,0.91,False,"Construction (Construction of buildings) is a contractor market: firms are formed freely, register with SERCOP to bid on public work, and follow demand across provinces. Nothing allocates the right to build."
4210,Construction of roads and railways,F,Construction,42,421,non-tradable,0.85,False,non-tradable,0.68,True,"Roads/railways are place-bound infrastructure, so the output is non-tradable, but specialized heavy-civil contractors bid for projects across provinces, so it is flagged mixed under the regional view.",open_market,0.91,False,"Construction (Construction of roads and railways) is a contractor market: firms are formed freely, register with SERCOP to bid on public work, and follow demand across provinces. Nothing allocates the right to build."
4220,Construction of utility projects,F,Construction,42,422,non-tradable,0.85,False,non-tradable,0.68,True,"Utility-project infrastructure is place-bound (non-tradable output); specialized contractors operate across provinces, so flagged mixed regionally.",open_market,0.91,False,"Construction (Construction of utility projects) is a contractor market: firms are formed freely, register with SERCOP to bid on public work, and follow demand across provinces. Nothing allocates the right to build."
4290,Construction of other civil engineering projects,F,Construction,42,429,non-tradable,0.85,False,non-tradable,0.68,True,"Other civil-engineering output is place-bound (non-tradable); large contractors can win projects across provinces, so flagged mixed regionally.",open_market,0.91,False,"Construction (Construction of other civil engineering projects) is a contractor market: firms are formed freely, register with SERCOP to bid on public work, and follow demand across provinces. Nothing allocates the right to build."
4311,Demolition,F,Construction,43,431,non-tradable,0.85,False,non-tradable,0.8,False,On-site demolition serving local projects; non-tradable under both.,open_market,0.91,False,"Construction (Demolition) is a contractor market: firms are formed freely, register with SERCOP to bid on public work, and follow demand across provinces. Nothing allocates the right to build."
4312,Site preparation,F,Construction,43,431,non-tradable,0.85,False,non-tradable,0.8,False,On-site site-preparation trade serving local projects; non-tradable under both.,open_market,0.91,False,"Construction (Site preparation) is a contractor market: firms are formed freely, register with SERCOP to bid on public work, and follow demand across provinces. Nothing allocates the right to build."
4321,Electrical installation,F,Construction,43,432,non-tradable,0.85,False,non-tradable,0.8,False,On-site electrical installation serving local projects; non-tradable under both.,open_market,0.91,False,"Construction (Electrical installation) is a contractor market: firms are formed freely, register with SERCOP to bid on public work, and follow demand across provinces. Nothing allocates the right to build."
4322,"Plumbing, heat and air-conditioning installation",F,Construction,43,432,non-tradable,0.85,False,non-tradable,0.8,False,On-site plumbing/HVAC installation serving local projects; non-tradable under both.,open_market,0.91,False,"Construction (Plumbing, heat and air-conditioning installation) is a contractor market: firms are formed freely, register with SERCOP to bid on public work, and follow demand across provinces. Nothing allocates the right to build."
4329,Other construction installation,F,Construction,43,432,non-tradable,0.85,False,non-tradable,0.8,False,On-site construction installation serving local projects; non-tradable under both.,open_market,0.91,False,"Construction (Other construction installation) is a contractor market: firms are formed freely, register with SERCOP to bid on public work, and follow demand across provinces. Nothing allocates the right to build."
4330,Building completion and finishing,F,Construction,43,433,non-tradable,0.85,False,non-tradable,0.8,False,On-site building completion/finishing for local projects; non-tradable under both.,open_market,0.91,False,"Construction (Building completion and finishing) is a contractor market: firms are formed freely, register with SERCOP to bid on public work, and follow demand across provinces. Nothing allocates the right to build."
4390,Other specialized construction activities,F,Construction,43,439,non-tradable,0.83,False,non-tradable,0.78,False,Specialized on-site construction work for local projects; non-tradable under both.,open_market,0.91,False,"Construction (Other specialized construction activities) is a contractor market: firms are formed freely, register with SERCOP to bid on public work, and follow demand across provinces. Nothing allocates the right to build."
4510,Sale of motor vehicles,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,45,451,non-tradable,0.8,False,non-tradable,0.55,True,"Vehicle retailing earns a trade margin on domestically distributed goods (non-tradable Atlas); dealerships draw buyers from a regional catchment, so flagged mixed under the regional view but leaning local.",open_market,0.93,False,"Trade (Sale of motor vehicles) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4520,Maintenance and repair of motor vehicles,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,45,452,non-tradable,0.85,False,non-tradable,0.8,False,Vehicle repair/maintenance garages serve local motorists; non-tradable under both definitions.,open_market,0.93,False,"Trade (Maintenance and repair of motor vehicles) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4530,Sale of motor vehicle parts and accessories,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,45,453,non-tradable,0.78,False,non-tradable,0.6,True,"Vehicle-parts trade earns a domestic margin (non-tradable Atlas); parts distributors can serve a regional/wholesale market, so flagged mixed regionally.",open_market,0.93,False,"Trade (Sale of motor vehicle parts and accessories) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4540,"Sale, maintenance and repair of motorcycles and related parts and accessories",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,45,454,non-tradable,0.8,False,non-tradable,0.62,True,"Combines local motorcycle repair with parts/vehicle sale; non-tradable Atlas, mixed/leaning local regionally.",open_market,0.93,False,"Trade (Sale, maintenance and repair of motorcycles and related parts and accessories) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4610,Wholesale on a fee or contract basis,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,461,non-tradable,0.8,False,tradable,0.8,False,"Wholesale/distribution (wholesale on a fee or contract basis) is a trade-margin activity not counted as an export (non-tradable Atlas), but distribution hubs serve buyers across many provinces (tradable regional/economic-base). Canonical Atlas-vs-regional divergence case.",open_market,0.93,False,"Trade (Wholesale on a fee or contract basis) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4620,Wholesale of agricultural raw materials and live animals,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,462,non-tradable,0.8,False,tradable,0.8,False,"Wholesale/distribution (wholesale of agricultural raw materials and live animals) is a trade-margin activity not counted as an export (non-tradable Atlas), but distribution hubs serve buyers across many provinces (tradable regional/economic-base). Canonical Atlas-vs-regional divergence case.",open_market,0.93,False,"Trade (Wholesale of agricultural raw materials and live animals) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4630,"Wholesale of food, beverages and tobacco",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,463,non-tradable,0.8,False,tradable,0.8,False,"Wholesale/distribution (wholesale of food, beverages and tobacco) is a trade-margin activity not counted as an export (non-tradable Atlas), but distribution hubs serve buyers across many provinces (tradable regional/economic-base). Canonical Atlas-vs-regional divergence case.",open_market,0.93,False,"Trade (Wholesale of food, beverages and tobacco) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4641,"Wholesale of textiles, clothing and footwear",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,464,non-tradable,0.8,False,tradable,0.8,False,"Wholesale/distribution (wholesale of textiles, clothing and footwear) is a trade-margin activity not counted as an export (non-tradable Atlas), but distribution hubs serve buyers across many provinces (tradable regional/economic-base). Canonical Atlas-vs-regional divergence case.",open_market,0.93,False,"Trade (Wholesale of textiles, clothing and footwear) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4649,Wholesale of other household goods,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,464,non-tradable,0.8,False,tradable,0.8,False,"Wholesale/distribution (wholesale of other household goods) is a trade-margin activity not counted as an export (non-tradable Atlas), but distribution hubs serve buyers across many provinces (tradable regional/economic-base). Canonical Atlas-vs-regional divergence case.",open_market,0.93,False,"Trade (Wholesale of other household goods) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4651,"Wholesale of computers, computer peripheral equipment and software",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,465,non-tradable,0.8,False,tradable,0.8,False,"Wholesale/distribution (wholesale of computers, computer peripheral equipment and software) is a trade-margin activity not counted as an export (non-tradable Atlas), but distribution hubs serve buyers across many provinces (tradable regional/economic-base). Canonical Atlas-vs-regional divergence case.",open_market,0.93,False,"Trade (Wholesale of computers, computer peripheral equipment and software) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4652,Wholesale of electronic and telecommunications equipment and parts,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,465,non-tradable,0.8,False,tradable,0.8,False,"Wholesale/distribution (wholesale of electronic and telecommunications equipment and parts) is a trade-margin activity not counted as an export (non-tradable Atlas), but distribution hubs serve buyers across many provinces (tradable regional/economic-base). Canonical Atlas-vs-regional divergence case.",open_market,0.93,False,"Trade (Wholesale of electronic and telecommunications equipment and parts) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4653,"Wholesale of agricultural machinery, equipment and supplies",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,465,non-tradable,0.8,False,tradable,0.8,False,"Wholesale/distribution (wholesale of agricultural machinery, equipment and supplies) is a trade-margin activity not counted as an export (non-tradable Atlas), but distribution hubs serve buyers across many provinces (tradable regional/economic-base). Canonical Atlas-vs-regional divergence case.",open_market,0.93,False,"Trade (Wholesale of agricultural machinery, equipment and supplies) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4659,Wholesale of other machinery and equipment,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,465,non-tradable,0.8,False,tradable,0.8,False,"Wholesale/distribution (wholesale of other machinery and equipment) is a trade-margin activity not counted as an export (non-tradable Atlas), but distribution hubs serve buyers across many provinces (tradable regional/economic-base). Canonical Atlas-vs-regional divergence case.",open_market,0.93,False,"Trade (Wholesale of other machinery and equipment) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4661,"Wholesale of solid, liquid and gaseous fuels and related products",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,466,non-tradable,0.8,False,tradable,0.8,False,"Wholesale/distribution (wholesale of solid, liquid and gaseous fuels and related products) is a trade-margin activity not counted as an export (non-tradable Atlas), but distribution hubs serve buyers across many provinces (tradable regional/economic-base). Canonical Atlas-vs-regional divergence case.",open_market,0.68,False,"Fuel wholesaling is contestable at the level this class describes: private comercializadoras (Primax, P&S, Terpel, Masgas) and LPG bottlers hold Ministerio de Energia permits granted on application and compete for station networks and industrial customers. Petroecuador's monopoly is upstream of them — it is the sole importer and sets the price — so margins are regulated, but adding a distributor in a province is an ordinary commercial decision."
4662,Wholesale of metals and metal ores,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,466,non-tradable,0.8,False,tradable,0.8,False,"Wholesale/distribution (wholesale of metals and metal ores) is a trade-margin activity not counted as an export (non-tradable Atlas), but distribution hubs serve buyers across many provinces (tradable regional/economic-base). Canonical Atlas-vs-regional divergence case.",open_market,0.93,False,"Trade (Wholesale of metals and metal ores) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,466,non-tradable,0.8,False,tradable,0.8,False,"Wholesale/distribution (wholesale of construction materials, hardware, plumbing and heating equipment and supplies) is a trade-margin activity not counted as an export (non-tradable Atlas), but distribution hubs serve buyers across many provinces (tradable regional/economic-base). Canonical Atlas-vs-regional divergence case.",open_market,0.93,False,"Trade (Wholesale of construction materials, hardware, plumbing and heating equipment and supplies) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4669,Wholesale of waste and scrap and other products n.e.c.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,466,non-tradable,0.8,False,tradable,0.8,False,"Wholesale/distribution (wholesale of waste and scrap and other products n.e.c.) is a trade-margin activity not counted as an export (non-tradable Atlas), but distribution hubs serve buyers across many provinces (tradable regional/economic-base). Canonical Atlas-vs-regional divergence case.",open_market,0.93,False,"Trade (Wholesale of waste and scrap and other products n.e.c.) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4690,Non-specialized wholesale trade,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,469,non-tradable,0.8,False,tradable,0.8,False,"Wholesale/distribution (non-specialized wholesale trade) is a trade-margin activity not counted as an export (non-tradable Atlas), but distribution hubs serve buyers across many provinces (tradable regional/economic-base). Canonical Atlas-vs-regional divergence case.",open_market,0.93,False,"Trade (Non-specialized wholesale trade) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4711,"Retail sale in non-specialized stores with food, beverages or tobacco predominating",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,471,non-tradable,0.85,False,non-tradable,0.82,False,"Retail sale (retail sale in non-specialized stores with food, beverages or tobacco predominating) serves walk-in local consumers; non-tradable under both definitions.",open_market,0.93,False,"Trade (Retail sale in non-specialized stores with food, beverages or tobacco predominating) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4719,Other retail sale in non-specialized stores,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,471,non-tradable,0.85,False,non-tradable,0.82,False,Retail sale (other retail sale in non-specialized stores) serves walk-in local consumers; non-tradable under both definitions.,open_market,0.93,False,"Trade (Other retail sale in non-specialized stores) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4721,Retail sale of food in specialized stores,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,472,non-tradable,0.85,False,non-tradable,0.82,False,Retail sale (retail sale of food in specialized stores) serves walk-in local consumers; non-tradable under both definitions.,open_market,0.93,False,"Trade (Retail sale of food in specialized stores) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4722,Retail sale of beverages in specialized stores,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,472,non-tradable,0.85,False,non-tradable,0.82,False,Retail sale (retail sale of beverages in specialized stores) serves walk-in local consumers; non-tradable under both definitions.,open_market,0.93,False,"Trade (Retail sale of beverages in specialized stores) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4723,Retail sale of tobacco products in specialized stores,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,472,non-tradable,0.85,False,non-tradable,0.82,False,Retail sale (retail sale of tobacco products in specialized stores) serves walk-in local consumers; non-tradable under both definitions.,open_market,0.93,False,"Trade (Retail sale of tobacco products in specialized stores) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4730,Retail sale of automotive fuel in specialized stores,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,473,non-tradable,0.85,False,non-tradable,0.82,False,Retail sale (retail sale of automotive fuel in specialized stores) serves walk-in local consumers; non-tradable under both definitions.,open_market,0.80,False,"Service stations are private franchises: thousands of them, opened with land, a permit and a supply contract."
4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,474,non-tradable,0.85,False,non-tradable,0.82,False,"Retail sale (retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores) serves walk-in local consumers; non-tradable under both definitions.",open_market,0.93,False,"Trade (Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4742,Retail sale of audio and video equipment in specialized stores,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,474,non-tradable,0.85,False,non-tradable,0.82,False,Retail sale (retail sale of audio and video equipment in specialized stores) serves walk-in local consumers; non-tradable under both definitions.,open_market,0.93,False,"Trade (Retail sale of audio and video equipment in specialized stores) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4751,Retail sale of textiles in specialized stores,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,475,non-tradable,0.85,False,non-tradable,0.82,False,Retail sale (retail sale of textiles in specialized stores) serves walk-in local consumers; non-tradable under both definitions.,open_market,0.93,False,"Trade (Retail sale of textiles in specialized stores) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4752,"Retail sale of hardware, paints and glass in specialized stores",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,475,non-tradable,0.85,False,non-tradable,0.82,False,"Retail sale (retail sale of hardware, paints and glass in specialized stores) serves walk-in local consumers; non-tradable under both definitions.",open_market,0.93,False,"Trade (Retail sale of hardware, paints and glass in specialized stores) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4753,"Retail sale of carpets, rugs, wall and floor coverings in specialized stores",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,475,non-tradable,0.85,False,non-tradable,0.82,False,"Retail sale (retail sale of carpets, rugs, wall and floor coverings in specialized stores) serves walk-in local consumers; non-tradable under both definitions.",open_market,0.93,False,"Trade (Retail sale of carpets, rugs, wall and floor coverings in specialized stores) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,475,non-tradable,0.85,False,non-tradable,0.82,False,"Retail sale (retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores) serves walk-in local consumers; non-tradable under both definitions.",open_market,0.93,False,"Trade (Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4761,"Retail sale of books, newspapers and stationary in specialized stores",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,476,non-tradable,0.85,False,non-tradable,0.82,False,"Retail sale (retail sale of books, newspapers and stationary in specialized stores) serves walk-in local consumers; non-tradable under both definitions.",open_market,0.93,False,"Trade (Retail sale of books, newspapers and stationary in specialized stores) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4762,Retail sale of music and video recordings in specialized stores,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,476,non-tradable,0.85,False,non-tradable,0.82,False,Retail sale (retail sale of music and video recordings in specialized stores) serves walk-in local consumers; non-tradable under both definitions.,open_market,0.93,False,"Trade (Retail sale of music and video recordings in specialized stores) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4763,Retail sale of sporting equipment in specialized stores,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,476,non-tradable,0.85,False,non-tradable,0.82,False,Retail sale (retail sale of sporting equipment in specialized stores) serves walk-in local consumers; non-tradable under both definitions.,open_market,0.93,False,"Trade (Retail sale of sporting equipment in specialized stores) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4764,Retail sale of games and toys in specialized stores,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,476,non-tradable,0.85,False,non-tradable,0.82,False,Retail sale (retail sale of games and toys in specialized stores) serves walk-in local consumers; non-tradable under both definitions.,open_market,0.93,False,"Trade (Retail sale of games and toys in specialized stores) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4771,"Retail sale of clothing, footwear and leather articles in specialized stores",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,477,non-tradable,0.85,False,non-tradable,0.82,False,"Retail sale (retail sale of clothing, footwear and leather articles in specialized stores) serves walk-in local consumers; non-tradable under both definitions.",open_market,0.93,False,"Trade (Retail sale of clothing, footwear and leather articles in specialized stores) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,477,non-tradable,0.85,False,non-tradable,0.82,False,"Retail sale (retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores) serves walk-in local consumers; non-tradable under both definitions.",open_market,0.93,False,"Trade (Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4773,Other retail sale of new goods in specialized stores,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,477,non-tradable,0.85,False,non-tradable,0.82,False,Retail sale (other retail sale of new goods in specialized stores) serves walk-in local consumers; non-tradable under both definitions.,open_market,0.93,False,"Trade (Other retail sale of new goods in specialized stores) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4774,Retail sale of second-hand goods,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,477,non-tradable,0.85,False,non-tradable,0.82,False,Retail sale (retail sale of second-hand goods) serves walk-in local consumers; non-tradable under both definitions.,open_market,0.93,False,"Trade (Retail sale of second-hand goods) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4781,"Retail sale via stalls and markets of food, beverages and tobacco products",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,478,non-tradable,0.85,False,non-tradable,0.82,False,"Retail sale (retail sale via stalls and markets of food, beverages and tobacco products) serves walk-in local consumers; non-tradable under both definitions.",open_market,0.93,False,"Trade (Retail sale via stalls and markets of food, beverages and tobacco products) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
4782,"Retail sale via stalls and markets of textiles, clothing and footwear",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,478,non-tradable,0.85,False,non-tradable,0.82,False,"Retail sale (retail sale via stalls and markets of textiles, clothing and footwear) serves walk-in local consumers; non-tradable under both definitions.",open_market,0.93,False,"Trade (Retail sale via stalls and markets of textiles, clothing and footwear) is entered by opening a business: the RUC, a municipal patente and a premises are the whole barrier. Private entrants add capacity in any province that has customers."
